date_of_record,month,season,station_name,state,district,avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,latitude,longitude,rainfall
05/11/2023,November,Post-monsoon,Gulmarg,JK,Baramulla,6.8,4.9,10.0,5.1,1023.3,2652,34.05,74.4,0.1
10/11/2023,November,Post-monsoon,Gulmarg,JK,Baramulla,1.4,-1.0,2.3,6.4,1021.9,2652,34.05,74.4,21.5
15/11/2023,November,Post-monsoon,Gulmarg,JK,Baramulla,3.8,1.8,6.2,5.3,1027.2,2652,34.05,74.4,0.0
20/11/2023,November,Post-monsoon,Gulmarg,JK,Baramulla,5.1,2.4,8.5,4.7,1024.2,2652,34.05,74.4,0.0
25/11/2023,November,Post-monsoon,Gulmarg,JK,Baramulla,5.3,1.0,8.5,4.8,1026.2,2652,34.05,74.4,0.0
30/11/2023,November,Post-monsoon,Gulmarg,JK,Baramulla,-0.1,-3.0,1.1,3.5,1021.6,2652,34.05,74.4,12.2
05/12/2023,December,Winter,Gulmarg,JK,Baramulla,1.9,0.0,3.2,6.2,1020.9,2652,34.05,74.4,0.0
10/12/2023,December,Winter,Gulmarg,JK,Baramulla,0.3,-4.9,2.7,6.2,1019.7,2652,34.05,74.4,0.0
15/12/2023,December,Winter,Gulmarg,JK,Baramulla,0.8,-5.4,5.5,5.5,1020.0,2652,34.05,74.4,0.0
20/12/2023,December,Winter,Gulmarg,JK,Baramulla,5.3,-2.6,7.0,4.3,1025.5,2652,34.05,74.4,0.0
25/12/2023,December,Winter,Gulmarg,JK,Baramulla,4.0,2.8,5.6,5.1,1024.7,2652,34.05,74.4,0.0
30/12/2023,December,Winter,Gulmarg,JK,Baramulla,2.6,-0.6,4.9,4.2,1020.4,2652,34.05,74.4,0.0
04/01/2024,January,Winter,Gulmarg,JK,Baramulla,0.5,-3.0,2.8,4.2,1018.1,2652,34.05,74.4,0.0
09/01/2024,January,Winter,Gulmarg,JK,Baramulla,0.6,-2.4,3.0,5.6,1020.4,2652,34.05,74.4,0.0
14/01/2024,January,Winter,Gulmarg,JK,Baramulla,2.8,-1.3,6.8,4.8,1019.9,2652,34.05,74.4,0.0
19/01/2024,January,Winter,Gulmarg,JK,Baramulla,0.0,-3.4,4.0,4.5,1016.9,2652,34.05,74.4,0.0
24/01/2024,January,Winter,Gulmarg,JK,Baramulla,0.4,-3.0,4.0,4.4,1016.1,2652,34.05,74.4,0.0
29/01/2024,January,Winter,Gulmarg,JK,Baramulla,-2.7,-9.2,0.5,6.3,1018.0,2652,34.05,74.4,2.4
03/02/2024,February,Winter,Gulmarg,JK,Baramulla,-5.7,-8.3,-2.7,7.7,1019.2,2652,34.05,74.4,13.6
08/02/2024,February,Winter,Gulmarg,JK,Baramulla,-3.2,-11.0,-1.0,10.2,1023.3,2652,34.05,74.4,0.0
13/02/2024,February,Winter,Gulmarg,JK,Baramulla,-0.3,-2.2,1.0,5.5,1025.0,2652,34.05,74.4,0.0
18/02/2024,February,Winter,Gulmarg,JK,Baramulla,-0.4,-1.2,0.3,9.1,1013.4,2652,34.05,74.4,47.6
23/02/2024,February,Winter,Gulmarg,JK,Baramulla,-5.6,-7.6,-3.0,6.8,1016.9,2652,34.05,74.4,0.0
28/02/2024,February,Winter,Gulmarg,JK,Baramulla,-1.2,-3.2,1.1,6.8,1020.7,2652,34.05,74.4,0.0
04/03/2024,March,Winter,Gulmarg,JK,Baramulla,-6.8,-9.6,-4.4,6.5,1018.4,2652,34.05,74.4,0.6
09/03/2024,March,Winter,Gulmarg,JK,Baramulla,0.1,-3.0,2.1,7.2,1022.3,2652,34.05,74.4,0.0
14/03/2024,March,Winter,Gulmarg,JK,Baramulla,-1.3,-6.4,1.5,7.3,1019.3,2652,34.05,74.4,9.4
19/03/2024,March,Winter,Gulmarg,JK,Baramulla,4.3,2.6,8.0,6.9,1022.5,2652,34.05,74.4,0.0
24/03/2024,March,Winter,Gulmarg,JK,Baramulla,3.6,-0.8,7.2,6.3,1019.8,2652,34.05,74.4,0.6
29/03/2024,March,Winter,Gulmarg,JK,Baramulla,3.9,3.0,4.9,7.8,1019.8,2652,34.05,74.4,7.0
03/04/2024,April,Summer,Gulmarg,JK,Baramulla,1.9,-4.1,5.4,8.4,1017.7,2652,34.05,74.4,9.2
08/04/2024,April,Summer,Gulmarg,JK,Baramulla,5.6,3.2,7.8,7.9,1020.5,2652,34.05,74.4,0.0
13/04/2024,April,Summer,Gulmarg,JK,Baramulla,5.9,3.4,8.8,8.5,1021.5,2652,34.05,74.4,14.4
18/04/2024,April,Summer,Gulmarg,JK,Baramulla,6.0,4.3,7.8,6.5,1016.3,2652,34.05,74.4,9.3
23/04/2024,April,Summer,Gulmarg,JK,Baramulla,6.2,3.8,9.4,5.3,1016.1,2652,34.05,74.4,1.6
28/04/2024,April,Summer,Gulmarg,JK,Baramulla,4.1,1.6,6.6,7.6,1013.6,2652,34.05,74.4,19.1
03/05/2024,May,Summer,Gulmarg,JK,Baramulla,9.5,4.8,13.6,6.0,1015.9,2652,34.05,74.4,2.6
08/05/2024,May,Summer,Gulmarg,JK,Baramulla,13.1,10.5,17.8,6.3,1019.7,2652,34.05,74.4,0.0
13/05/2024,May,Summer,Gulmarg,JK,Baramulla,7.8,3.6,10.2,6.8,1021.7,2652,34.05,74.4,0.3
18/05/2024,May,Summer,Gulmarg,JK,Baramulla,14.1,11.6,17.4,5.4,1019.3,2652,34.05,74.4,4.5
23/05/2024,May,Summer,Gulmarg,JK,Baramulla,15.9,12.3,18.8,5.8,1016.6,2652,34.05,74.4,0.7
28/05/2024,May,Summer,Gulmarg,JK,Baramulla,16.8,11.1,21.0,6.8,1008.2,2652,34.05,74.4,0.5
02/06/2024,June,Summer,Gulmarg,JK,Baramulla,15.1,11.5,18.3,7.6,1017.7,2652,34.05,74.4,1.1
07/06/2024,June,Summer,Gulmarg,JK,Baramulla,10.0,5.8,13.9,7.3,1016.4,2652,34.05,74.4,11.0
12/06/2024,June,Summer,Gulmarg,JK,Baramulla,14.9,11.3,18.7,6.0,1016.6,2652,34.05,74.4,1.1
17/06/2024,June,Summer,Gulmarg,JK,Baramulla,17.1,13.7,20.8,6.8,1016.3,2652,34.05,74.4,4.5
22/06/2024,June,Summer,Gulmarg,JK,Baramulla,12.7,9.6,16.0,5.6,1012.1,2652,34.05,74.4,18.4
27/06/2024,June,Summer,Gulmarg,JK,Baramulla,16.9,11.7,21.3,6.5,1015.2,2652,34.05,74.4,2.8
02/07/2024,July,Monsoon,Gulmarg,JK,Baramulla,18.2,13.2,22.4,6.4,1002.6,2652,34.05,74.4,2.0
07/07/2024,July,Monsoon,Gulmarg,JK,Baramulla,15.3,10.6,18.9,5.6,1007.5,2652,34.05,74.4,0.1
12/07/2024,July,Monsoon,Gulmarg,JK,Baramulla,16.7,13.0,20.3,6.6,1005.9,2652,34.05,74.4,2.6
17/07/2024,July,Monsoon,Gulmarg,JK,Baramulla,18.3,13.8,21.7,6.0,1015.0,2652,34.05,74.4,1.6
22/07/2024,July,Monsoon,Gulmarg,JK,Baramulla,18.8,14.8,22.7,7.0,1009.6,2652,34.05,74.4,3.1
27/07/2024,July,Monsoon,Gulmarg,JK,Baramulla,20.2,15.9,24.4,6.8,1007.8,2652,34.05,74.4,0.6
01/08/2024,August,Monsoon,Gulmarg,JK,Baramulla,17.9,15.6,20.9,5.2,1008.7,2652,34.05,74.4,18.4
06/08/2024,August,Monsoon,Gulmarg,JK,Baramulla,18.7,16.4,22.2,4.7,1012.1,2652,34.05,74.4,2.9
11/08/2024,August,Monsoon,Gulmarg,JK,Baramulla,16.5,13.9,20.4,5.3,1009.6,2652,34.05,74.4,9.6
16/08/2024,August,Monsoon,Gulmarg,JK,Baramulla,17.0,14.1,20.4,5.6,1011.8,2652,34.05,74.4,11.8
21/08/2024,August,Monsoon,Gulmarg,JK,Baramulla,14.9,11.2,19.4,5.3,1019.5,2652,34.05,74.4,4.7
26/08/2024,August,Monsoon,Gulmarg,JK,Baramulla,16.6,12.2,19.9,4.9,1017.5,2652,34.05,74.4,2.5
08/09/2024,September,Monsoon,Gulmarg,JK,Baramulla,14.1,8.9,18.4,5.3,1019.3,2652,34.05,74.4,0.5
13/09/2024,September,Monsoon,Gulmarg,JK,Baramulla,14.0,9.0,19.4,6.1,1009.7,2652,34.05,74.4,0.5
18/09/2024,September,Monsoon,Gulmarg,JK,Baramulla,14.5,10.8,18.2,5.8,1016.1,2652,34.05,74.4,1.0
23/09/2024,September,Monsoon,Gulmarg,JK,Baramulla,19.1,16.7,21.9,6.5,1015.0,2652,34.05,74.4,0.0
28/09/2024,September,Monsoon,Gulmarg,JK,Baramulla,12.0,8.3,16.6,6.9,1017.9,2652,34.05,74.4,3.7
03/10/2024,October,Post-monsoon,Gulmarg,JK,Baramulla,14.6,11.2,18.4,5.6,1015.2,2652,34.05,74.4,0.0
08/10/2024,October,Post-monsoon,Gulmarg,JK,Baramulla,9.7,6.7,12.2,5.8,1022.5,2652,34.05,74.4,3.4
13/10/2024,October,Post-monsoon,Gulmarg,JK,Baramulla,11.5,7.6,15.2,6.5,1018.9,2652,34.05,74.4,0.1
18/10/2024,October,Post-monsoon,Gulmarg,JK,Baramulla,10.0,6.0,13.0,5.3,1019.8,2652,34.05,74.4,0.5
23/10/2024,October,Post-monsoon,Gulmarg,JK,Baramulla,9.2,5.6,12.4,5.4,1022.2,2652,34.05,74.4,0.0
28/10/2024,October,Post-monsoon,Gulmarg,JK,Baramulla,10.5,5.9,14.9,7.2,1015.9,2652,34.05,74.4,0.3
02/11/2024,November,Post-monsoon,Gulmarg,JK,Baramulla,11.9,9.0,15.3,4.4,1023.0,2652,34.05,74.4,0.0
07/11/2024,November,Post-monsoon,Gulmarg,JK,Baramulla,12.6,7.3,16.1,4.6,1020.4,2652,34.05,74.4,0.0
12/11/2024,November,Post-monsoon,Gulmarg,JK,Baramulla,4.2,1.2,8.6,5.6,1023.1,2652,34.05,74.4,0.1
17/11/2024,November,Post-monsoon,Gulmarg,JK,Baramulla,0.7,-3.6,6.1,3.8,1021.1,2652,34.05,74.4,0.0
22/11/2024,November,Post-monsoon,Gulmarg,JK,Baramulla,3.4,-0.8,8.6,4.8,1018.9,2652,34.05,74.4,0.7
27/11/2024,November,Post-monsoon,Gulmarg,JK,Baramulla,2.7,-1.1,7.4,4.7,1020.0,2652,34.05,74.4,0.0
02/12/2024,December,Winter,Gulmarg,JK,Baramulla,-0.6,-2.8,3.3,4.9,1018.4,2652,34.05,74.4,3.2
07/12/2024,December,Winter,Gulmarg,JK,Baramulla,-0.8,-4.5,3.2,4.8,1008.5,2652,34.05,74.4,0.3
15/12/2024,December,Winter,Gulmarg,JK,Baramulla,0.3,-4.2,6.9,4.5,1022.5,2652,34.05,74.4,0.0
20/12/2024,December,Winter,Gulmarg,JK,Baramulla,-1.9,-5.2,3.8,3.3,1015.2,2652,34.05,74.4,0.0
25/12/2024,December,Winter,Gulmarg,JK,Baramulla,-3.4,-6.9,1.7,3.6,1024.3,2652,34.05,74.4,0.0
30/12/2024,December,Winter,Gulmarg,JK,Baramulla,-2.4,-8.2,4.0,3.2,1020.8,2652,34.05,74.4,0.0
04/01/2025,January,Winter,Gulmarg,JK,Baramulla,0.0,-5.1,5.4,7.5,1017.3,2652,34.05,74.4,0.0
09/01/2025,January,Winter,Gulmarg,JK,Baramulla,-4.6,-8.9,2.8,3.4,1018.8,2652,34.05,74.4,0.0
14/01/2025,January,Winter,Gulmarg,JK,Baramulla,-4.2,-9.1,2.5,4.0,1019.7,2652,34.05,74.4,0.0
19/01/2025,January,Winter,Gulmarg,JK,Baramulla,-3.9,-7.6,0.9,5.4,1018.6,2652,34.05,74.4,0.6
24/01/2025,January,Winter,Gulmarg,JK,Baramulla,-5.7,-10.4,0.9,8.5,1022.4,2652,34.05,74.4,0.0
29/01/2025,January,Winter,Gulmarg,JK,Baramulla,-3.5,-8.2,-0.7,7.2,1019.3,2652,34.05,74.4,6.4
03/02/2025,February,Winter,Gulmarg,JK,Baramulla,-4.9,-11.0,4.8,7.5,1016.8,2652,34.05,74.4,0.0
08/02/2025,February,Winter,Gulmarg,JK,Baramulla,-1.9,-8.2,4.2,4.1,1020.4,2652,34.05,74.4,0.0
03/01/2015,January,Winter,Srinagar,JK,Srinagar,3.3,-2.0,9.9,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
09/01/2015,January,Winter,Srinagar,JK,Srinagar,2.5,-4.2,13.9,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
16/01/2015,January,Winter,Srinagar,JK,Srinagar,3.5,-2.3,11.4,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
22/01/2015,January,Winter,Srinagar,JK,Srinagar,3.9,1.8,7.3,9.432732381,1009.437663,1585,34.0833,74.8333,3.0
27/01/2015,January,Winter,Srinagar,JK,Srinagar,2.8,-2.2,8.5,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
03/02/2015,February,Winter,Srinagar,JK,Srinagar,2.0,0.6,3.0,9.432732381,1009.437663,1585,34.0833,74.8333,4.1
10/02/2015,February,Winter,Srinagar,JK,Srinagar,5.1,-1.0,14.1,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
15/02/2015,February,Winter,Srinagar,JK,Srinagar,9.7,0.6,18.7,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
22/02/2015,February,Winter,Srinagar,JK,Srinagar,9.4,3.9,13.3,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
28/02/2015,February,Winter,Srinagar,JK,Srinagar,5.7,3.0,9.2,9.432732381,1009.437663,1585,34.0833,74.8333,0.3
07/03/2015,March,Winter,Srinagar,JK,Srinagar,6.1,2.5,9.5,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
14/03/2015,March,Winter,Srinagar,JK,Srinagar,11.5,4.9,17.1,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
20/03/2015,March,Winter,Srinagar,JK,Srinagar,11.7,4.3,18.3,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
25/03/2015,March,Winter,Srinagar,JK,Srinagar,13.7,8.5,19.9,9.432732381,1009.437663,1585,34.0833,74.8333,10.9
03/04/2015,April,Summer,Srinagar,JK,Srinagar,10.1,5.2,13.3,9.432732381,1009.437663,1585,34.0833,74.8333,13.0
09/04/2015,April,Summer,Srinagar,JK,Srinagar,14.4,7.0,22.3,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
14/04/2015,April,Summer,Srinagar,JK,Srinagar,18.1,9.4,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
20/04/2015,April,Summer,Srinagar,JK,Srinagar,12.3,9.6,16.5,9.432732381,1009.437663,1585,34.0833,74.8333,45.0
25/04/2015,April,Summer,Srinagar,JK,Srinagar,18.7,10.3,27.0,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
02/05/2015,May,Summer,Srinagar,JK,Srinagar,16.0,8.8,23.3,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
07/05/2015,May,Summer,Srinagar,JK,Srinagar,21.5,12.4,28.3,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
13/05/2015,May,Summer,Srinagar,JK,Srinagar,15.6,10.9,21.3,9.432732381,1009.437663,1585,34.0833,74.8333,9.9
19/05/2015,May,Summer,Srinagar,JK,Srinagar,17.4,11.4,23.5,9.432732381,1009.437663,1585,34.0833,74.8333,2.0
24/05/2015,May,Summer,Srinagar,JK,Srinagar,13.3,10.7,17.6,9.432732381,1009.437663,1585,34.0833,74.8333,1.0
29/05/2015,May,Summer,Srinagar,JK,Srinagar,18.5,11.5,24.8,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
03/06/2015,June,Summer,Srinagar,JK,Srinagar,16.7,13.9,19.4,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
09/06/2015,June,Summer,Srinagar,JK,Srinagar,21.2,15.5,27.8,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
16/06/2015,June,Summer,Srinagar,JK,Srinagar,20.2,14.4,26.8,9.432732381,1009.437663,1585,34.0833,74.8333,0.5
21/06/2015,June,Summer,Srinagar,JK,Srinagar,22.5,17.4,30.4,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
27/06/2015,June,Summer,Srinagar,JK,Srinagar,21.1,13.9,28.9,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
02/07/2015,July,Monsoon,Srinagar,JK,Srinagar,22.8,16.2,28.7,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
07/07/2015,July,Monsoon,Srinagar,JK,Srinagar,24.9,18.8,30.7,9.432732381,1009.437663,1585,34.0833,74.8333,9.9
12/07/2015,July,Monsoon,Srinagar,JK,Srinagar,19.1,16.0,21.9,9.432732381,1009.437663,1585,34.0833,74.8333,10.9
17/07/2015,July,Monsoon,Srinagar,JK,Srinagar,22.2,18.8,26.5,9.432732381,1009.437663,1585,34.0833,74.8333,9.9
22/07/2015,July,Monsoon,Srinagar,JK,Srinagar,25.3,20.0,31.4,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
27/07/2015,July,Monsoon,Srinagar,JK,Srinagar,24.4,19.4,30.2,9.432732381,1009.437663,1585,34.0833,74.8333,0.3
01/08/2015,August,Monsoon,Srinagar,JK,Srinagar,22.9,21.1,28.0,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
06/08/2015,August,Monsoon,Srinagar,JK,Srinagar,26.0,21.0,31.3,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
11/08/2015,August,Monsoon,Srinagar,JK,Srinagar,23.4,19.0,31.5,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
16/08/2015,August,Monsoon,Srinagar,JK,Srinagar,22.7,17.3,30.3,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
21/08/2015,August,Monsoon,Srinagar,JK,Srinagar,22.4,16.7,29.5,9.432732381,1009.437663,1585,34.0833,74.8333,0.5
26/08/2015,August,Monsoon,Srinagar,JK,Srinagar,23.5,15.2,31.2,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
31/08/2015,August,Monsoon,Srinagar,JK,Srinagar,18.7,14.5,23.6,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
06/09/2015,September,Monsoon,Srinagar,JK,Srinagar,18.2,14.3,23.2,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
14/09/2015,September,Monsoon,Srinagar,JK,Srinagar,20.4,12.5,30.0,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
19/09/2015,September,Monsoon,Srinagar,JK,Srinagar,19.5,11.0,29.5,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
25/09/2015,September,Monsoon,Srinagar,JK,Srinagar,18.3,11.2,26.1,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
01/10/2015,October,Post-monsoon,Srinagar,JK,Srinagar,17.0,9.6,26.4,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
06/10/2015,October,Post-monsoon,Srinagar,JK,Srinagar,17.9,8.9,26.0,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
12/10/2015,October,Post-monsoon,Srinagar,JK,Srinagar,17.9,11.3,27.9,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
20/10/2015,October,Post-monsoon,Srinagar,JK,Srinagar,12.0,7.7,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,20.1
27/10/2015,October,Post-monsoon,Srinagar,JK,Srinagar,8.6,4.0,15.3,9.432732381,1009.437663,1585,34.0833,74.8333,0.3
01/11/2015,November,Post-monsoon,Srinagar,JK,Srinagar,11.4,3.8,19.1,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
08/11/2015,November,Post-monsoon,Srinagar,JK,Srinagar,9.6,4.9,15.0,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
13/11/2015,November,Post-monsoon,Srinagar,JK,Srinagar,9.6,5.8,14.5,9.432732381,1009.437663,1585,34.0833,74.8333,3.0
18/11/2015,November,Post-monsoon,Srinagar,JK,Srinagar,7.5,0.8,16.6,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
24/11/2015,November,Post-monsoon,Srinagar,JK,Srinagar,6.2,0.9,12.6,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
30/11/2015,November,Post-monsoon,Srinagar,JK,Srinagar,4.9,-0.9,13.7,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
06/12/2015,December,Winter,Srinagar,JK,Srinagar,4.7,0.9,13.8,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
12/12/2015,December,Winter,Srinagar,JK,Srinagar,3.3,0.6,6.5,9.432732381,1009.437663,1585,34.0833,74.8333,3.0
21/12/2015,December,Winter,Srinagar,JK,Srinagar,2.4,-5.6,9.0,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
28/12/2015,December,Winter,Srinagar,JK,Srinagar,2.3,-2.7,11.8,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
05/01/2016,January,Winter,Srinagar,JK,Srinagar,4.8,0.8,7.5,9.432732381,1009.437663,1585,34.0833,74.8333,8.9
12/01/2016,January,Winter,Srinagar,JK,Srinagar,3.8,-0.8,8.0,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
18/01/2016,January,Winter,Srinagar,JK,Srinagar,3.4,-4.2,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
24/01/2016,January,Winter,Srinagar,JK,Srinagar,3.4,-5.5,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
30/01/2016,January,Winter,Srinagar,JK,Srinagar,4.8,1.8,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,4.1
07/02/2016,February,Winter,Srinagar,JK,Srinagar,8.4,2.5,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
13/02/2016,February,Winter,Srinagar,JK,Srinagar,3.8,0.5,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
20/02/2016,February,Winter,Srinagar,JK,Srinagar,7.6,2.8,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,27.9
25/02/2016,February,Winter,Srinagar,JK,Srinagar,9.8,-0.5,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
01/03/2016,March,Winter,Srinagar,JK,Srinagar,9.8,2.2,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
07/03/2016,March,Winter,Srinagar,JK,Srinagar,10.7,1.8,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
13/03/2016,March,Winter,Srinagar,JK,Srinagar,7.7,5.7,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,6.1
19/03/2016,March,Winter,Srinagar,JK,Srinagar,5.6,0.4,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,53.1
25/03/2016,March,Winter,Srinagar,JK,Srinagar,8.8,6.6,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.5
30/03/2016,March,Winter,Srinagar,JK,Srinagar,15.7,7.0,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
05/04/2016,April,Summer,Srinagar,JK,Srinagar,13.2,8.4,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,4.1
12/04/2016,April,Summer,Srinagar,JK,Srinagar,14.0,8.5,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,4.1
19/04/2016,April,Summer,Srinagar,JK,Srinagar,12.5,8.7,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
26/04/2016,April,Summer,Srinagar,JK,Srinagar,15.1,6.9,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
03/05/2016,May,Summer,Srinagar,JK,Srinagar,17.3,9.9,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
08/05/2016,May,Summer,Srinagar,JK,Srinagar,19.7,11.9,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
13/05/2016,May,Summer,Srinagar,JK,Srinagar,16.1,10.2,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,3.0
18/05/2016,May,Summer,Srinagar,JK,Srinagar,22.3,12.4,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
24/05/2016,May,Summer,Srinagar,JK,Srinagar,14.3,12.8,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,9.9
31/05/2016,May,Summer,Srinagar,JK,Srinagar,18.7,9.1,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,3.0
05/06/2016,June,Summer,Srinagar,JK,Srinagar,21.9,14.2,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
10/06/2016,June,Summer,Srinagar,JK,Srinagar,21.9,20.64734214,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
15/06/2016,June,Summer,Srinagar,JK,Srinagar,24.1,20.64734214,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
20/06/2016,June,Summer,Srinagar,JK,Srinagar,26.0,18.7,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
25/06/2016,June,Summer,Srinagar,JK,Srinagar,25.7,15.5,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
30/06/2016,June,Summer,Srinagar,JK,Srinagar,27.4,19.7,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
05/07/2016,July,Monsoon,Srinagar,JK,Srinagar,25.8,18.3,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
10/07/2016,July,Monsoon,Srinagar,JK,Srinagar,23.7,18.7,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
15/07/2016,July,Monsoon,Srinagar,JK,Srinagar,24.2,20.64734214,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
20/07/2016,July,Monsoon,Srinagar,JK,Srinagar,24.6,20.64734214,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
25/07/2016,July,Monsoon,Srinagar,JK,Srinagar,26.9,20.64734214,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
30/07/2016,July,Monsoon,Srinagar,JK,Srinagar,23.4,18.8,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,10.9
04/08/2016,August,Monsoon,Srinagar,JK,Srinagar,25.1,18.9,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,8.9
09/08/2016,August,Monsoon,Srinagar,JK,Srinagar,24.6,18.6,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
14/08/2016,August,Monsoon,Srinagar,JK,Srinagar,24.0,17.2,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
19/08/2016,August,Monsoon,Srinagar,JK,Srinagar,23.9,15.0,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
24/08/2016,August,Monsoon,Srinagar,JK,Srinagar,23.2,16.4,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
30/08/2016,August,Monsoon,Srinagar,JK,Srinagar,20.4,15.9,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.3
04/09/2016,September,Monsoon,Srinagar,JK,Srinagar,22.6,13.5,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
09/09/2016,September,Monsoon,Srinagar,JK,Srinagar,24.6,15.6,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,5.267532566
14/09/2016,September,Monsoon,Srinagar,JK,Srinagar,19.7,14.8,31.19538338,9.432732381,1009.437663,1585,34.0833,74.8333,0.0
